CFU	group	mouse	day	abx	dose	delayed	cdiff	preAbx	recovDays
050-3D7	4.2e+07	50	3	7	amp	0.5	FALSE	TRUE	FALSE	NA
050-3D8	26400000	50	3	8	amp	0.5	FALSE	TRUE	FALSE	NA
050-3D9	NA	50	3	9	amp	0.5	FALSE	TRUE	FALSE	NA
050-3D-6	0	50	3	-6	amp	0.5	FALSE	TRUE	TRUE	NA
050-4D0	NA	50	4	0	amp	0.5	FALSE	TRUE	FALSE	NA
050-4D1	120000	50	4	1	amp	0.5	FALSE	TRUE	FALSE	NA
050-4D10	1.3e+07	50	4	10	amp	0.5	FALSE	TRUE	FALSE	NA
050-4D2	8.7e+07	50	4	2	amp	0.5	FALSE	TRUE	FALSE	NA
050-4D3	1.52e+08	50	4	3	amp	0.5	FALSE	TRUE	FALSE	NA
050-4D4	5.4e+07	50	4	4	amp	0.5	FALSE	TRUE	FALSE	NA
050-4D5	520000	50	4	5	amp	0.5	FALSE	TRUE	FALSE	NA
050-4D6	7.2e+07	50	4	6	amp	0.5	FALSE	TRUE	FALSE	NA
050-4D7	2e+07	50	4	7	amp	0.5	FALSE	TRUE	FALSE	NA
050-4D8	3.6e+07	50	4	8	amp	0.5	FALSE	TRUE	FALSE	NA
050-4D9	NA	50	4	9	amp	0.5	FALSE	TRUE	FALSE	NA
050-4D-6	0	50	4	-6	amp	0.5	FALSE	TRUE	TRUE	NA
051-1D-5	NA	51	1	-5	amp	0.5	FALSE	FALSE	FALSE	NA
051-1D0	NA	51	1	0	amp	0.5	FALSE	FALSE	FALSE	NA
051-1D1	NA	51	1	1	amp	0.5	FALSE	FALSE	FALSE	NA
051-1D10	NA	51	1	10	amp	0.5	FALSE	FALSE	FALSE	NA
051-1D2	NA	51	1	2	amp	0.5	FALSE	FALSE	FALSE	NA
051-1D3	NA	51	1	3	amp	0.5	FALSE	FALSE	FALSE	NA
051-1D4	NA	51	1	4	amp	0.5	FALSE	FALSE	FALSE	NA
051-1D6	NA	51	1	6	amp	0.5	FALSE	FALSE	FALSE	NA
051-1D7	NA	51	1	7	amp	0.5	FALSE	FALSE	FALSE	NA
051-1D8	NA	51	1	8	amp	0.5	FALSE	FALSE	FALSE	NA
051-1D9	NA	51	1	9	amp	0.5	FALSE	FALSE	FALSE	NA
051-1D-6	0	51	1	-6	amp	0.5	FALSE	FALSE	TRUE	NA
051-2D0	NA	51	2	0	amp	0.5	FALSE	FALSE	FALSE	NA
051-2D1	NA	51	2	1	amp	0.5	FALSE	FALSE	FALSE	NA
051-2D10	NA	51	2	10	amp	0.5	FALSE	FALSE	FALSE	NA
051-2D2	NA	51	2	2	amp	0.5	FALSE	FALSE	FALSE	NA
051-2D3	NA	51	2	3	amp	0.5	FALSE	FALSE	FALSE	NA
051-2D4	NA	51	2	4	amp	0.5	FALSE	FALSE	FALSE	NA
051-2D5	NA	51	2	5	amp	0.5	FALSE	FALSE	FALSE	NA
051-2D6	NA	51	2	6	amp	0.5	FALSE	FALSE	FALSE	NA
051-2D7	NA	51	2	7	amp	0.5	FALSE	FALSE	FALSE	NA
051-2D8	NA	51	2	8	amp	0.5	FALSE	FALSE	FALSE	NA
051-2D9	NA	51	2	9	amp	0.5	FALSE	FALSE	FALSE	NA
051-2D-6	0	51	2	-6	amp	0.5	FALSE	FALSE	TRUE	NA
051-3D0	NA	51	3	0	amp	0.5	FALSE	FALSE	FALSE	NA
051-3D1	NA	51	3	1	amp	0.5	FALSE	FALSE	FALSE	NA
051-3D10	NA	51	3	10	amp	0.5	FALSE	FALSE	FALSE	NA
051-3D2	NA	51	3	2	amp	0.5	FALSE	FALSE	FALSE	NA
051-3D3	NA	51	3	3	amp	0.5	FALSE	FALSE	FALSE	NA
051-3D4	NA	51	3	4	amp	0.5	FALSE	FALSE	FALSE	NA
051-3D5	NA	51	3	5	amp	0.5	FALSE	FALSE	FALSE	NA
051-3D6	NA	51	3	6	amp	0.5	FALSE	FALSE	FALSE	NA
051-3D7	NA	51	3	7	amp	0.5	FALSE	FALSE	FALSE	NA
051-3D8	NA	51	3	8	amp	0.5	FALSE	FALSE	FALSE	NA
051-3D9	NA	51	3	9	amp	0.5	FALSE	FALSE	FALSE	NA
051-3D-6	0	51	3	-6	amp	0.5	FALSE	FALSE	TRUE	NA
052-1D-1	0	52	1	-1	clinda	10mg/kg	FALSE	TRUE	TRUE	NA
052-1D0	NA	52	1	0	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-1D1	5.7e+07	52	1	1	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-1D10	0	52	1	10	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-1D2	4.3e+07	52	1	2	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-1D3	3.2e+07	52	1	3	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-1D4	2100000	52	1	4	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-1D5	8600	52	1	5	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-1D6	52000	52	1	6	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-1D7	2200	52	1	7	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-1D8	5000	52	1	8	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-1D9	100	52	1	9	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-2D-1	0	52	2	-1	clinda	10mg/kg	FALSE	TRUE	TRUE	NA
052-2D0	NA	52	2	0	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-2D1	3.8e+07	52	2	1	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-2D10	0	52	2	10	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-2D2	2100000	52	2	2	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-2D3	11700000	52	2	3	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-2D4	4e+05	52	2	4	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-2D5	3000	52	2	5	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-2D6	700	52	2	6	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-2D7	0	52	2	7	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-2D8	0	52	2	8	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-2D9	100	52	2	9	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-3D-1	0	52	3	-1	clinda	10mg/kg	FALSE	TRUE	TRUE	NA
052-3D0	NA	52	3	0	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-3D1	2.1e+07	52	3	1	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-3D10	0	52	3	10	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-3D2	1.8e+07	52	3	2	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-3D3	13500000	52	3	3	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-3D4	6200000	52	3	4	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-3D5	2800	52	3	5	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-3D6	1300	52	3	6	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-3D7	400	52	3	7	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-3D8	0	52	3	8	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-3D9	0	52	3	9	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-4D0	NA	52	4	0	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-4D1	8.6e+07	52	4	1	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-4D10	0	52	4	10	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-4D2	9100000	52	4	2	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-4D3	10100000	52	4	3	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-4D4	1600000	52	4	4	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-4D5	3600	52	4	5	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-4D6	100	52	4	6	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-4D7	200	52	4	7	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-4D8	200	52	4	8	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
052-4D9	0	52	4	9	clinda	10mg/kg	FALSE	TRUE	FALSE	NA
053-1D-1	0	53	1	-1	clinda	10mg/kg	FALSE	FALSE	TRUE	NA
053-1D0	NA	53	1	0	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-1D1	NA	53	1	1	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-1D10	NA	53	1	10	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-1D2	NA	53	1	2	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-1D3	NA	53	1	3	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-1D4	NA	53	1	4	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-1D5	NA	53	1	5	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-1D6	NA	53	1	6	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-1D7	NA	53	1	7	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-1D8	NA	53	1	8	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-1D9	NA	53	1	9	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-2D-1	0	53	2	-1	clinda	10mg/kg	FALSE	FALSE	TRUE	NA
053-2D0	NA	53	2	0	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-2D1	NA	53	2	1	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-2D10	NA	53	2	10	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-2D2	NA	53	2	2	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-2D3	NA	53	2	3	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-2D4	NA	53	2	4	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-2D5	NA	53	2	5	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-2D6	NA	53	2	6	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-2D7	NA	53	2	7	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-2D8	NA	53	2	8	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-2D9	NA	53	2	9	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-3D-1	0	53	3	-1	clinda	10mg/kg	FALSE	FALSE	TRUE	NA
053-3D0	NA	53	3	0	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-3D1	NA	53	3	1	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-3D10	NA	53	3	10	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-3D2	NA	53	3	2	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-3D3	NA	53	3	3	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-3D4	NA	53	3	4	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-3D5	NA	53	3	5	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-3D6	NA	53	3	6	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-3D7	NA	53	3	7	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-3D8	NA	53	3	8	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
053-3D9	NA	53	3	9	clinda	10mg/kg	FALSE	FALSE	FALSE	NA
086-1D-6	0	86	1	-6	vanc	0.3	FALSE	TRUE	TRUE	NA
086-1D0	NA	86	1	0	vanc	0.3	FALSE	TRUE	FALSE	NA
086-1D1	1110000	86	1	1	vanc	0.3	FALSE	TRUE	FALSE	NA
086-1D10	1.6e+07	86	1	10	vanc	0.3	FALSE	TRUE	FALSE	NA
086-1D2	1.79e+08	86	1	2	vanc	0.3	FALSE	TRUE	FALSE	NA
086-1D4	8.9e+07	86	1	4	vanc	0.3	FALSE	TRUE	FALSE	NA
086-1D5	5.9e+07	86	1	5	vanc	0.3	FALSE	TRUE	FALSE	NA
086-1D6	6.9e+07	86	1	6	vanc	0.3	FALSE	TRUE	FALSE	NA
086-1D7	43200000	86	1	7	vanc	0.3	FALSE	TRUE	FALSE	NA
086-1D8	4.4e+07	86	1	8	vanc	0.3	FALSE	TRUE	FALSE	NA
086-1D9	4.3e+07	86	1	9	vanc	0.3	FALSE	TRUE	FALSE	NA
086-2D-6	0	86	2	-6	vanc	0.3	FALSE	TRUE	TRUE	NA
086-2D0	NA	86	2	0	vanc	0.3	FALSE	TRUE	FALSE	NA
086-2D1	22700000	86	2	1	vanc	0.3	FALSE	TRUE	FALSE	NA
086-2D10	1.6e+07	86	2	10	vanc	0.3	FALSE	TRUE	FALSE	NA
086-2D2	1.93e+08	86	2	2	vanc	0.3	FALSE	TRUE	FALSE	NA
086-2D4	1.7e+07	86	2	4	vanc	0.3	FALSE	TRUE	FALSE	NA
086-2D5	1e+08	86	2	5	vanc	0.3	FALSE	TRUE	FALSE	NA
086-2D6	1.7e+07	86	2	6	vanc	0.3	FALSE	TRUE	FALSE	NA
086-2D7	29600000	86	2	7	vanc	0.3	FALSE	TRUE	FALSE	NA
086-2D8	3.2e+07	86	2	8	vanc	0.3	FALSE	TRUE	FALSE	NA
086-2D9	4.7e+07	86	2	9	vanc	0.3	FALSE	TRUE	FALSE	NA
086-3D-6	0	86	3	-6	vanc	0.3	FALSE	TRUE	TRUE	NA
086-3D0	NA	86	3	0	vanc	0.3	FALSE	TRUE	FALSE	NA
086-3D1	16900000	86	3	1	vanc	0.3	FALSE	TRUE	FALSE	NA
086-3D10	3.5e+07	86	3	10	vanc	0.3	FALSE	TRUE	FALSE	NA
086-3D2	1.9e+08	86	3	2	vanc	0.3	FALSE	TRUE	FALSE	NA
086-3D3	1.88e+08	86	3	3	vanc	0.3	FALSE	TRUE	FALSE	NA
086-3D4	3.7e+07	86	3	4	vanc	0.3	FALSE	TRUE	FALSE	NA
086-3D5	8e+07	86	3	5	vanc	0.3	FALSE	TRUE	FALSE	NA
086-3D6	1.4e+07	86	3	6	vanc	0.3	FALSE	TRUE	FALSE	NA
086-3D7	1.6e+07	86	3	7	vanc	0.3	FALSE	TRUE	FALSE	NA
086-3D8	3.1e+07	86	3	8	vanc	0.3	FALSE	TRUE	FALSE	NA
086-3D9	2.3e+07	86	3	9	vanc	0.3	FALSE	TRUE	FALSE	NA
086-4D-6	0	86	4	-6	vanc	0.3	FALSE	TRUE	TRUE	NA
086-4D0	NA	86	4	0	vanc	0.3	FALSE	TRUE	FALSE	NA
086-4D1	16400000	86	4	1	vanc	0.3	FALSE	TRUE	FALSE	NA
086-4D10	2e+07	86	4	10	vanc	0.3	FALSE	TRUE	FALSE	NA
086-4D2	1.53e+08	86	4	2	vanc	0.3	FALSE	TRUE	FALSE	NA
086-4D4	8.3e+07	86	4	4	vanc	0.3	FALSE	TRUE	FALSE	NA
086-4D5	1.32e+08	86	4	5	vanc	0.3	FALSE	TRUE	FALSE	NA
086-4D6	2.4e+07	86	4	6	vanc	0.3	FALSE	TRUE	FALSE	NA
086-4D7	6.1e+07	86	4	7	vanc	0.3	FALSE	TRUE	FALSE	NA
086-4D8	4.6e+07	86	4	8	vanc	0.3	FALSE	TRUE	FALSE	NA
086-4D9	4.7e+07	86	4	9	vanc	0.3	FALSE	TRUE	FALSE	NA
086-5D-6	0	86	5	-6	vanc	0.3	FALSE	TRUE	TRUE	NA
086-5D0	NA	86	5	0	vanc	0.3	FALSE	TRUE	FALSE	NA
086-5D1	22500000	86	5	1	vanc	0.3	FALSE	TRUE	FALSE	NA
086-5D10	1.8e+07	86	5	10	vanc	0.3	FALSE	TRUE	FALSE	NA
086-5D2	1.18e+08	86	5	2	vanc	0.3	FALSE	TRUE	FALSE	NA
086-5D3	1.05e+08	86	5	3	vanc	0.3	FALSE	TRUE	FALSE	NA
086-5D4	3.1e+07	86	5	4	vanc	0.3	FALSE	TRUE	FALSE	NA
086-5D5	8e+07	86	5	5	vanc	0.3	FALSE	TRUE	FALSE	NA
086-5D6	2e+07	86	5	6	vanc	0.3	FALSE	TRUE	FALSE	NA
086-5D7	13700000	86	5	7	vanc	0.3	FALSE	TRUE	FALSE	NA
086-5D8	1.2e+07	86	5	8	vanc	0.3	FALSE	TRUE	FALSE	NA
086-5D9	2.6e+07	86	5	9	vanc	0.3	FALSE	TRUE	FALSE	NA
087-1D-6	0	87	1	-6	vanc	0.1	FALSE	TRUE	TRUE	NA
087-1D0	NA	87	1	0	vanc	0.1	FALSE	TRUE	FALSE	NA
087-1D1	13600000	87	1	1	vanc	0.1	FALSE	TRUE	FALSE	NA
087-1D10	3.8e+07	87	1	10	vanc	0.1	FALSE	TRUE	FALSE	NA
087-1D2	1.48e+08	87	1	2	vanc	0.1	FALSE	TRUE	FALSE	NA
087-1D4	1.2e+07	87	1	4	vanc	0.1	FALSE	TRUE	FALSE	NA
087-1D5	3e+05	87	1	5	vanc	0.1	FALSE	TRUE	FALSE	NA
087-1D6	29000	87	1	6	vanc	0.1	FALSE	TRUE	FALSE	NA
087-1D7	1900	87	1	7	vanc	0.1	FALSE	TRUE	FALSE	NA
087-1D8	100	87	1	8	vanc	0.1	FALSE	TRUE	FALSE	NA
087-1D9	0	87	1	9	vanc	0.1	FALSE	TRUE	FALSE	NA
087-2D-6	0	87	2	-6	vanc	0.1	FALSE	TRUE	TRUE	NA
087-2D0	NA	87	2	0	vanc	0.1	FALSE	TRUE	FALSE	NA
087-2D1	19100000	87	2	1	vanc	0.1	FALSE	TRUE	FALSE	NA
087-2D10	0	87	2	10	vanc	0.1	FALSE	TRUE	FALSE	NA
087-2D3	3.8e+07	87	2	3	vanc	0.1	FALSE	TRUE	FALSE	NA
087-2D4	4e+06	87	2	4	vanc	0.1	FALSE	TRUE	FALSE	NA
087-2D5	5e+05	87	2	5	vanc	0.1	FALSE	TRUE	FALSE	NA
087-2D6	68000	87	2	6	vanc	0.1	FALSE	TRUE	FALSE	NA
087-2D7	1200	87	2	7	vanc	0.1	FALSE	TRUE	FALSE	NA
087-2D8	200	87	2	8	vanc	0.1	FALSE	TRUE	FALSE	NA
087-2D9	0	87	2	9	vanc	0.1	FALSE	TRUE	FALSE	NA
087-3D-6	0	87	3	-6	vanc	0.1	FALSE	TRUE	TRUE	NA
087-3D0	NA	87	3	0	vanc	0.1	FALSE	TRUE	FALSE	NA
087-3D1	1.4e+07	87	3	1	vanc	0.1	FALSE	TRUE	FALSE	NA
087-3D10	190000	87	3	10	vanc	0.1	FALSE	TRUE	FALSE	NA
087-3D3	9.1e+07	87	3	3	vanc	0.1	FALSE	TRUE	FALSE	NA
087-3D4	5e+07	87	3	4	vanc	0.1	FALSE	TRUE	FALSE	NA
087-3D5	31700000	87	3	5	vanc	0.1	FALSE	TRUE	FALSE	NA
087-3D6	3e+06	87	3	6	vanc	0.1	FALSE	TRUE	FALSE	NA
087-3D7	550000	87	3	7	vanc	0.1	FALSE	TRUE	FALSE	NA
087-3D8	290000	87	3	8	vanc	0.1	FALSE	TRUE	FALSE	NA
087-3D9	520000	87	3	9	vanc	0.1	FALSE	TRUE	FALSE	NA
087-4D-6	0	87	4	-6	vanc	0.1	FALSE	TRUE	TRUE	NA
087-4D0	NA	87	4	0	vanc	0.1	FALSE	TRUE	FALSE	NA
087-4D1	19600000	87	4	1	vanc	0.1	FALSE	TRUE	FALSE	NA
087-4D10	100	87	4	10	vanc	0.1	FALSE	TRUE	FALSE	NA
087-4D2	2e+07	87	4	2	vanc	0.1	FALSE	TRUE	FALSE	NA
087-4D3	4.7e+07	87	4	3	vanc	0.1	FALSE	TRUE	FALSE	NA
087-4D4	3.3e+07	87	4	4	vanc	0.1	FALSE	TRUE	FALSE	NA
087-4D5	21700000	87	4	5	vanc	0.1	FALSE	TRUE	FALSE	NA
087-4D6	3e+06	87	4	6	vanc	0.1	FALSE	TRUE	FALSE	NA
087-4D7	1210000	87	4	7	vanc	0.1	FALSE	TRUE	FALSE	NA
087-4D8	170000	87	4	8	vanc	0.1	FALSE	TRUE	FALSE	NA
087-4D9	NA	87	4	9	vanc	0.1	FALSE	TRUE	FALSE	NA
088-1D-6	NA	88	1	-6	strep	0.1	FALSE	TRUE	TRUE	NA
088-1D0	NA	88	1	0	strep	0.1	FALSE	TRUE	FALSE	NA
088-1D1	0	88	1	1	strep	0.1	FALSE	TRUE	FALSE	NA
088-1D10	0	88	1	10	strep	0.1	FALSE	TRUE	FALSE	NA
088-1D2	0	88	1	2	strep	0.1	FALSE	TRUE	FALSE	NA
088-1D3	8200	88	1	3	strep	0.1	FALSE	TRUE	FALSE	NA
088-1D4	0	88	1	4	strep	0.1	FALSE	TRUE	FALSE	NA
088-1D5	0	88	1	5	strep	0.1	FALSE	TRUE	FALSE	NA
088-1D6	0	88	1	6	strep	0.1	FALSE	TRUE	FALSE	NA
088-1D7	0	88	1	7	strep	0.1	FALSE	TRUE	FALSE	NA
088-1D8	0	88	1	8	strep	0.1	FALSE	TRUE	FALSE	NA
088-1D9	0	88	1	9	strep	0.1	FALSE	TRUE	FALSE	NA
088-2D-6	NA	88	2	-6	strep	0.1	FALSE	TRUE	TRUE	NA
088-2D0	NA	88	2	0	strep	0.1	FALSE	TRUE	FALSE	NA
088-2D1	0	88	2	1	strep	0.1	FALSE	TRUE	FALSE	NA
088-2D10	0	88	2	10	strep	0.1	FALSE	TRUE	FALSE	NA
088-2D2	400	88	2	2	strep	0.1	FALSE	TRUE	FALSE	NA
088-2D3	0	88	2	3	strep	0.1	FALSE	TRUE	FALSE	NA
088-2D4	0	88	2	4	strep	0.1	FALSE	TRUE	FALSE	NA
088-2D5	0	88	2	5	strep	0.1	FALSE	TRUE	FALSE	NA
088-2D6	0	88	2	6	strep	0.1	FALSE	TRUE	FALSE	NA
088-2D7	0	88	2	7	strep	0.1	FALSE	TRUE	FALSE	NA
088-2D8	0	88	2	8	strep	0.1	FALSE	TRUE	FALSE	NA
088-2D9	0	88	2	9	strep	0.1	FALSE	TRUE	FALSE	NA
088-3D-6	0	88	3	-6	strep	0.1	FALSE	TRUE	TRUE	NA
088-3D0	NA	88	3	0	strep	0.1	FALSE	TRUE	FALSE	NA
088-3D1	0	88	3	1	strep	0.1	FALSE	TRUE	FALSE	NA
088-3D10	0	88	3	10	strep	0.1	FALSE	TRUE	FALSE	NA
088-3D2	100	88	3	2	strep	0.1	FALSE	TRUE	FALSE	NA
088-3D3	1500	88	3	3	strep	0.1	FALSE	TRUE	FALSE	NA
088-3D4	0	88	3	4	strep	0.1	FALSE	TRUE	FALSE	NA
088-3D5	0	88	3	5	strep	0.1	FALSE	TRUE	FALSE	NA
088-3D6	0	88	3	6	strep	0.1	FALSE	TRUE	FALSE	NA
088-3D7	0	88	3	7	strep	0.1	FALSE	TRUE	FALSE	NA
088-3D8	0	88	3	8	strep	0.1	FALSE	TRUE	FALSE	NA
088-3D9	0	88	3	9	strep	0.1	FALSE	TRUE	FALSE	NA
088-4D-6	0	88	4	-6	strep	0.1	FALSE	TRUE	TRUE	NA
088-4D0	NA	88	4	0	strep	0.1	FALSE	TRUE	FALSE	NA
088-4D1	2000	88	4	1	strep	0.1	FALSE	TRUE	FALSE	NA
088-4D10	0	88	4	10	strep	0.1	FALSE	TRUE	FALSE	NA
088-4D2	0	88	4	2	strep	0.1	FALSE	TRUE	FALSE	NA
088-4D3	160000	88	4	3	strep	0.1	FALSE	TRUE	FALSE	NA
088-4D4	50000	88	4	4	strep	0.1	FALSE	TRUE	FALSE	NA
088-4D5	2800	88	4	5	strep	0.1	FALSE	TRUE	FALSE	NA
088-4D6	0	88	4	6	strep	0.1	FALSE	TRUE	FALSE	NA
088-4D7	0	88	4	7	strep	0.1	FALSE	TRUE	FALSE	NA
088-4D8	0	88	4	8	strep	0.1	FALSE	TRUE	FALSE	NA
088-4D9	0	88	4	9	strep	0.1	FALSE	TRUE	FALSE	NA
089-1D-6	0	89	1	-6	strep	0.1	FALSE	TRUE	TRUE	NA
089-1D0	NA	89	1	0	strep	0.5	FALSE	TRUE	FALSE	NA
089-1D1	2600000	89	1	1	strep	0.5	FALSE	TRUE	FALSE	NA
089-1D10	0	89	1	10	strep	0.5	FALSE	TRUE	FALSE	NA
089-1D2	12400000	89	1	2	strep	0.5	FALSE	TRUE	FALSE	NA
089-1D3	1e+07	89	1	3	strep	0.5	FALSE	TRUE	FALSE	NA
089-1D4	6700000	89	1	4	strep	0.5	FALSE	TRUE	FALSE	NA
089-1D5	3500000	89	1	5	strep	0.5	FALSE	TRUE	FALSE	NA
089-1D6	5400000	89	1	6	strep	0.5	FALSE	TRUE	FALSE	NA
089-1D7	2e+06	89	1	7	strep	0.5	FALSE	TRUE	FALSE	NA
089-1D8	1890000	89	1	8	strep	0.5	FALSE	TRUE	FALSE	NA
089-1D9	1950000	89	1	9	strep	0.5	FALSE	TRUE	FALSE	NA
089-2D-6	0	89	2	-6	strep	0.5	FALSE	TRUE	TRUE	NA
089-2D0	NA	89	2	0	strep	0.5	FALSE	TRUE	FALSE	NA
089-2D1	1770000	89	2	1	strep	0.5	FALSE	TRUE	FALSE	NA
089-2D10	3700000	89	2	10	strep	0.5	FALSE	TRUE	FALSE	NA
089-2D2	3900000	89	2	2	strep	0.5	FALSE	TRUE	FALSE	NA
089-2D3	7500000	89	2	3	strep	0.5	FALSE	TRUE	FALSE	NA
089-2D4	14800000	89	2	4	strep	0.5	FALSE	TRUE	FALSE	NA
089-2D5	12400000	89	2	5	strep	0.5	FALSE	TRUE	FALSE	NA
089-2D6	5500000	89	2	6	strep	0.5	FALSE	TRUE	FALSE	NA
089-2D7	5200000	89	2	7	strep	0.5	FALSE	TRUE	FALSE	NA
089-2D8	2980000	89	2	8	strep	0.5	FALSE	TRUE	FALSE	NA
089-2D9	1170000	89	2	9	strep	0.5	FALSE	TRUE	FALSE	NA
089-3D-6	0	89	3	-6	strep	0.5	FALSE	TRUE	TRUE	NA
089-3D0	NA	89	3	0	strep	0.5	FALSE	TRUE	FALSE	NA
089-3D1	4130000	89	3	1	strep	0.5	FALSE	TRUE	FALSE	NA
089-3D10	4e+06	89	3	10	strep	0.5	FALSE	TRUE	FALSE	NA
089-3D2	12600000	89	3	2	strep	0.5	FALSE	TRUE	FALSE	NA
089-3D3	17500000	89	3	3	strep	0.5	FALSE	TRUE	FALSE	NA
089-3D4	3600000	89	3	4	strep	0.5	FALSE	TRUE	FALSE	NA
089-3D5	1500000	89	3	5	strep	0.5	FALSE	TRUE	FALSE	NA
089-3D6	1900000	89	3	6	strep	0.5	FALSE	TRUE	FALSE	NA
089-3D8	2630000	89	3	8	strep	0.5	FALSE	TRUE	FALSE	NA
089-3D9	1640000	89	3	9	strep	0.5	FALSE	TRUE	FALSE	NA
089-4D-6	0	89	4	-6	strep	0.5	FALSE	TRUE	TRUE	NA
089-4D0	NA	89	4	0	strep	0.5	FALSE	TRUE	FALSE	NA
089-4D1	1250000	89	4	1	strep	0.5	FALSE	TRUE	FALSE	NA
089-4D10	7600000	89	4	10	strep	0.5	FALSE	TRUE	FALSE	NA
089-4D2	11200000	89	4	2	strep	0.5	FALSE	TRUE	FALSE	NA
089-4D3	9700000	89	4	3	strep	0.5	FALSE	TRUE	FALSE	NA
089-4D4	14200000	89	4	4	strep	0.5	FALSE	TRUE	FALSE	NA
089-4D5	8100000	89	4	5	strep	0.5	FALSE	TRUE	FALSE	NA
089-4D6	2460000	89	4	6	strep	0.5	FALSE	TRUE	FALSE	NA
089-4D7	3900000	89	4	7	strep	0.5	FALSE	TRUE	FALSE	NA
