Group,abx,expgroup,nextDayCFU,Otu001,Otu002,Otu003,Otu004,Otu005,Otu006,Otu007,Otu008,Otu009,Otu010,Otu011,Otu012,Otu013,Otu014,Otu015,Otu016,Otu017,Otu018,Otu019,Otu020,Otu021,Otu022,Otu023,Otu024,Otu025,Otu026,Otu027,Otu028,Otu029,Otu030,Otu031,Otu032,Otu033,Otu034,Otu035,Otu036,Otu037,Otu038,Otu039,Otu040,Otu041,Otu042,Otu043,Otu044,Otu045,Otu046,Otu047,Otu048,Otu049,Otu050,Otu051,Otu052,Otu053,Otu054,Otu055,Otu056,Otu057,Otu058,Otu059,Otu060,Otu061,Otu062,Otu063,Otu064,Otu065,Otu066,Otu067,Otu068,Otu069,Otu070,Otu071,Otu072,Otu073,Otu074,Otu075,Otu076,Otu077,Otu078,Otu079,Otu080,Otu083,Otu084,Otu086,Otu088,Otu091,Otu092,Otu093,Otu094,Otu097,Otu101,Otu102,Otu105,Otu110,Otu119,Otu120,Otu122,Otu133,Otu138,Otu139,Otu145,Otu147,Otu150,Otu171,Otu172,Otu176,Otu178
116-2-D-11,Metronidazole,1untr,0,0.519385,0.058462,0.160615,0.059077,0.042462,0.016615,0,0.006769,0.020923,0,0.001846,0.009846,0.023385,0.058462,0.000615,0.009231,0.001231,0,0,0.000615,0,0,0,0,0,0,0.010462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116-3-D-11,Metronidazole,1untr,0,0.568615,0.051692,0.192615,0.028308,0.033231,0.042462,0,0.003077,0.016,0,0,0.005538,0.010462,0.032615,0.001231,0.008,0.000615,0,0,0,0,0,0,0.000615,0,0,0.003692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116-4-D-11,Metronidazole,1untr,0,0.310769,0.139077,0.154462,0.080615,0.016615,0.001846,0,0.009231,0.002462,0,0,0.034462,0.053538,0.172923,0.002462,0.006154,0.000615,0,0,0,0,0,0,0,0,0,0.014154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116-5-D-11,Metronidazole,1untr,0,0.478769,0.092923,0.132923,0.035692,0.043692,0.024,0.011077,0.008,0.012923,0,0.000615,0.014769,0.024,0.110154,0,0.004923,0.002462,0,0,0,0,0,0,0,0,0,0.001846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
040-1D-6,Metronidazole,1untr,0,0.522462,0.075692,0.129846,0.043077,0.035692,0.006154,0.000615,0.008615,0.004308,0.000615,0.027692,0.019077,0.034462,0.054769,0.002462,0.011692,0.007385,0,0,0,0,0,0,0,0,0,0.011692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001231,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
040-2D-6,Metronidazole,1untr,0,0.483077,0.063385,0.159385,0.023385,0.128615,0.009231,0,0.006154,0.004923,0,0.019077,0.028308,0.007385,0.038769,0.007385,0.012923,0.001231,0,0,0,0,0,0,0,0,0,0.005538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
040-3D-6,Metronidazole,1untr,0,0.548308,0.034462,0.177846,0.044308,0.092923,0.028923,0.000615,0.001846,0.002462,0.000615,0.000615,0.000615,0.024615,0.024615,0.001231,0.008615,0.006154,0,0,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
040-4D-6,Metronidazole,1untr,0,0.398154,0.039385,0.144615,0.051692,0.144615,0.036308,0.003692,0.004923,0.007385,0.000615,0.048615,0.004923,0.009231,0.030769,0.003692,0.020923,0.000615,0.006154,0.006769,0,0.003077,0.001231,0,0.000615,0.004923,0,0.014154,0.001846,0,0.002462,0,0.001846,0.003692,0.001846,0,0,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103-1-D-6,Metronidazole,1untr,0,0.724308,0.041846,0.012923,0.003077,0.128615,0.041231,0.003077,0.010462,0.008615,0,0.002462,0,0.001231,0.003077,0.012923,0,0,0.000615,0,0.000615,0.001231,0,0,0.001846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103-2-D-6,Metronidazole,1untr,0,0.814154,0.012308,0.021538,0.001846,0.113846,0.009846,0.001846,0.001231,0.010462,0,0.001846,0.000615,0.000615,0.003077,0.001231,0.003077,0,0,0,0,0,0,0,0.000615,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103-3-D-6,Metronidazole,1untr,0,0.626462,0.096615,0.128,0.007385,0.027077,0.006769,0.003692,0.006154,0.007385,0,0.000615,0.001231,0.003692,0.068923,0.008615,0,0.001846,0.000615,0.000615,0,0,0,0,0,0,0,0.001231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
040-1D0,Metronidazole,2metroOT,116000000,0.002462,0.000615,0,0.001846,0.107077,0,0.861538,0,0,0,0,0,0,0,0.001231,0.024,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
040-2D0,Metronidazole,2metroOT,121000000,0.002462,0.001231,0.003077,0.001231,0.265231,0,0.700308,0.000615,0,0,0,0,0,0.000615,0,0.024615,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
040-3D0,Metronidazole,2metroOT,134000000,0.005538,0.002462,0.004923,0.001231,0.170462,0.000615,0.776,0.000615,0.000615,0,0,0,0,0.000615,0,0.032615,0,0,0,0,0.001231,0,0.001231,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
040-4D0,Metronidazole,2metroOT,93000000,0.003692,0.002462,0.004308,0.000615,0.176615,0.000615,0.710769,0.000615,0.001231,0,0,0.002462,0.000615,0,0.000615,0.046154,0,0.001231,0.003692,0,0.000615,0.002462,0,0.000615,0.003077,0,0.000615,0.003692,0.000615,0.000615,0,0.000615,0,0,0,0.000615,0,0,0,0,0.000615,0,0,0,0,0.003692,0,0,0.010462,0,0.000615,0,0,0,0,0,0,0,0,0.000615,0,0.000615,0,0,0,0,0,0,0.000615,0.003692,0,0.001231,0,0.002462,0,0,0,0,0,0,0.000615,0,0,0,0.000615,0,0.000615,0.001846,0,0,0,0,0,0,0.000615,0.000615,0,0,0,0,0,0,0.000615,0.000615,0,0
103-1-D0,Metronidazole,2metroOT,18300000,0.393231,0.000615,0.008615,0,0.139077,0.001846,0.380308,0,0,0,0.017231,0,0.003692,0,0.005538,0.048615,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103-2-D0,Metronidazole,2metroOT,38300000,0.012308,0.001231,0.009846,0,0.222154,0.002462,0.700923,0,0.000615,0,0.015385,0,0,0,0.000615,0.028308,0,0.001231,0,0.001231,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103-3-D0,Metronidazole,2metroOT,43800000,0.057231,0.003077,0.020923,0.000615,0.241846,0.008615,0.591385,0,0,0,0.010462,0,0,0,0,0.062769,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102-1-D0,Metronidazole,3metroD,1900,0.557538,0.158154,0.017231,0.033231,0.019692,0.003692,0.059692,0.001231,0.000615,0,0.137846,0,0.000615,0,0.000615,0.003692,0.001846,0,0.000615,0,0,0,0,0.001231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102-2-D0,Metronidazole,3metroD,0,0.625846,0.013538,0.017231,0.001846,0.049846,0.005538,0.022154,0.000615,0,0,0.246769,0.000615,0,0,0.001846,0.006769,0.002462,0.000615,0.001231,0.000615,0.000615,0,0,0.000615,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102-3-D0,Metronidazole,3metroD,0,0.552,0.120615,0.002462,0.022154,0.058462,0.001231,0.068308,0.001231,0,0,0.147692,0,0.003077,0,0.002462,0.019692,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102-4-D0,Metronidazole,3metroD,300,0.657846,0.069538,0.001846,0.014154,0.055385,0.001231,0.072615,0.001231,0,0,0.102154,0,0.003077,0,0.003077,0.003077,0.000615,0.001231,0.002462,0,0.001231,0.000615,0,0.001231,0.002462,0,0,0,0,0.003692,0,0.001231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107-1-D0,Metronidazole,3metroD,0,0.628923,0.013538,0.000615,0.017231,0.105231,0.217231,0.011692,0.001846,0,0,0.000615,0,0,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0.001846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107-3-D0,Metronidazole,3metroD,300,0.773538,0.118769,0.001846,0.001231,0.037538,0.042462,0.006769,0.001846,0,0,0.012923,0,0,0,0,0.001231,0,0,0,0,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108-1-D0,Metronidazole,3metroD,100,0.334769,0.001231,0.531692,0,0.032,0.064,0.011077,0,0,0,0.006769,0,0,0,0.017846,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108-2-D0,Metronidazole,3metroD,0,0.452923,0.019692,0.358154,0.007385,0.043077,0.091077,0.011077,0.000615,0.000615,0,0.008,0,0.000615,0,0.002462,0,0,0.000615,0,0,0,0,0,0,0,0,0.003692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116-1-D0,Metronidazole,3metroD,0,0.710154,0.089231,0,0.020308,0.063385,0.000615,0.004923,0.001846,0,0,0.052923,0,0.003077,0,0,0.001846,0,0.048615,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116-2-D0,Metronidazole,3metroD,0,0.331692,0.236923,0,0.022769,0.083077,0.000615,0.011692,0.013538,0,0,0.227077,0,0.010462,0,0,0.002462,0.000615,0.055385,0,0.000615,0,0,0,0,0,0,0.002462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116-3-D0,Metronidazole,3metroD,200,0.630769,0.079385,0,0.016615,0.145231,0,0.003077,0.002462,0,0,0.092923,0,0.004923,0,0,0.003692,0,0.020308,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116-4-D0,Metronidazole,3metroD,4600,0.173538,0.542769,0,0.051077,0.018462,0.000615,0.008615,0.014769,0.000615,0,0.148308,0.003077,0.016615,0,0,0.003077,0,0.015385,0.000615,0,0,0.000615,0,0,0,0,0,0,0,0.000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116-5-D0,Metronidazole,3metroD,1100,0.710769,0.134769,0.000615,0.005538,0.022769,0,0.019692,0.003077,0,0,0.042462,0,0.006769,0,0,0.001231,0,0.049846,0,0,0,0,0,0.001231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
